userA	userB	score
baratault	samsond	5
jeremiedetrey	doctorant	3
yadlajoie	giselemaxit	5
pierrickgaudry	nieddu	3
prescillialagarrigue	vincentreverdy	4
francoisducrocq	lafaitjacques	3
xavierleroy	marieevegeiger	4
geraldineniateldacos	paulgirard	5
louisjachiet	consortiumcouperin	3
alexiskauffmann	virgileandreani	4
jouannigot	2	3
sr	agnesletouzey	3
florencebouillon	stornecatherine	3
sorouletpillon	antonindelpeuch	3
jeremiedetrey	sebastienlebonnois	3
helenebourguignon	lerouergue1	28
hankahensens	manuelclergue	3
coret	epristassociationdesresponsablesistdesorganismesderecherchefrancais	4
pierrickkoch	sorouletpillon	4
samsond	claudeloverdo	4
annecanteaut	sylvaincrovisier1	5
cecileclavaud	maximeaudinot	3
salvetatfrancoise	huguessamyn	3
jeanfrancoislutz	lacourclaire	3
isabellegouat	marielaurebretin	4
nicolaspetitdemange	charlenecriton	3
ericf	olivierlegall1	3
yannbonnet	rousseauhans	3
louisgesbert	danielpouyllau	3
allia	juliengilet1	6
gesbert	odilehennaut	3
nikolaykovachev	agnesletouzey	5
alainberetzpresidentdeluniversitedestrasbourg	huguessamyn	3
dissemin	miklarzclement	5
arnaudferraris	brundominique1	5
stephaniegroudiev	miklarzclement	4
albertcohen	fredericclavert	4
jeremienuel	elodieponcet	3
juko	gibierfrancois	4
clementtisserant	vorosandre	3
lionelrieg	aicardistephane	3
2	brunoringeval	3
sr	juliejanody	6
pocinho	noelthiboud	3
laurevieu	emmanuelthome	4
annickvalibouze	francoisxaviermas	3
aurelienberra	gabrielscherer	3
charara	francoisducrocq	4
damienrobert	balmon	4
actessud	didierbailhous	33
marcmezzarobba	leinardifrancesca	3
laurentlopez	pablorauzy	4
dissemin	fizcus	4
guycobolet1	hugol	3
adelineregeuniversitedestrasbourg	juliengilet1	4
juliengrenet1	samsond	3
cedricolivierturrin	emmanuelhadoux	4
matthieumoy	briot	3
ericdaspet	eliemichel	3
fabienlabarthe	laurentromary	5
leoducas	frederiqueflamerie	6
mathieublanchard	cecileclavaud	3
maisonobeluc	sylvaincrovisier1	5
julianbh	olivierpantale	4
anthoinebourgeois	fizcus	4
benjaminprevost	marindacos	4
jeremiedetrey	beorchia	3
adrienkrahenbuhl	emmanuelthome	4
patrickmassot	philippeschnoebelen	4
charara	clairelemercier	4
annickvalibouze	jeanchristophepeyssard	3
olivierchapuis	jeremiedetrey	3
severinlemaignan	vivienripoll	3
celinevautrin	geraldineniateldacos	5
jeannevarasco	romainboistel	6
clairesaulou	chekib1	4
stephaniegroudiev	juliengilet1	5
sylvainribault	jeremiebettinelli	3
javellejeanpierre	vorosandre	3
pierrev	pablorauzy	4
olivierchapuis	benoitrkloeckner	3
guillaumecabanac	magariel	5
christinekosmopoulos	alabau	4
pierremounier	henrigaly	3
gesbert	virgileandreani	7
frederiquelangue	beorchia	5
hcyinguyenvan	marieannepaveau	4
leboecla	epristassociationdesresponsablesistdesorganismesderecherchefrancais	4
inptoulouseinstitutnationalpolytechniquedetoulouse	fortyannick	3
julianbh	marcmezzarobba	4
salvetatfrancoise	laurentbercot1	4
maisonobeluc	nathalieduchange	4
frederiquelangue	courtoischantal	3
gesbert	laurevieu	5
julianbh	2	6
juliedacos	duflotjeanluc	3
louisgesbert	alainberetzpresidentdeluniversitedestrasbourg	5
davidmonniaux	christineleininger	3
sr	bernieseek	4
julienbect	pierrickgaudry	4
silvanodalzilio	ackervalerie	3
barbarameazzi	thierychanier	4
jeremienuel	emmanuellecorne	4
delphinedebarre	stephaniegroudiev	3
merlet	leinardifrancesca	4
sebastienlebonnois	adrienchopin	4
thierryfournier	anthonymasure	3
albertcohen	quentingrimaud	3
baratault	sorouletpillon	4
hurtersavie	virgileandreani	3
mag	celinesmith	3
hcyinguyenvan	remiwatrigant	5
magariel	oliviercleynen	3
sr	fabienmalbet	3
laurentlopez	nicolasbraudsantoni	6
caroleb	leboecla	4
jeremiebettinelli	davidbaelde	3
benjaminprevost	ernoult	5
barbarameazzi	juliejanody	3
caroleb	favreguillaume	4
brunoringeval	marindacos	3
teodorknapik	becache	3
olivierbuffet	olivierlegall1	3
louisjachiet	mathieublanchard	4
vincentdanjean	louisjachiet	6
damienrobert	merlet	3
inradistodilehologne	chantalbarutau	3
romainboistel	danielbourrion	4
clementtisserant	favreguillaume	5
cavetdominique	nathalieduchange	7
laurevieu	marindacos	3
jeanchristophebach	marieannepaveau	4
gaelleriverieux	christineollendorff	5
thomasletendre	clairesaulou	3
bossuet	etiennepariat	4
christofschoch	pascalweil	3
stephaniegroudiev	celinesmith	3
mathildedacos	favreguillaume	3
mag	clementtisserant	3
mauran	jeanfrancoislutz	3
lucadefeo	olivierlegall1	3
vorosandre	mihaelasighireanu	3
thierryfournier	carolinelandry	3
sorouletpillon	anthonymasure	3
monnet	mathildedacos	4
mathildedacos	olivierlegall1	4
alainberetzpresidentdeluniversitedestrasbourg	sbauin	11
prescillialagarrigue	merlet	3
louisjachiet	valeryxavierlentz	4
adrienkrahenbuhl	pierrefleury1	3
pierrickkoch	christophepavlides	3
stephanemagnier	patricetorguet	3
inradistodilehologne	julianbh	3
legendre	adrienfabre	3
gesbert	cedricolivierturrin	5
sorouletpillon	noelthiboud	6
maisonobeluc	thomaslamarche	3
clairelemercier	bernardloic	3
chantalbarutau	eliemichel	3
francoislermigeaux	duflotjeanluc	3
mathurindorel	danielbourrion	3
jeremiedetrey	philippeschnoebelen	3
jeremiebettinelli	virgileandreani	6
mathieublanchard	stornecatherine	3
leblancannie	arnalcedric	3
aurelienberra	gibierfrancois	4
louisjachiet	juliengilet1	4
rmathis	inptoulouseinstitutnationalpolytechniquedetoulouse	4
carolinelandry	nathalieduchange	4
cavetdominique	jozefinasadowska	6
sandrinemalotaux	catherinelandry	3
matthieumoy	benjaminprevost	3
damienrobert	ratsimandravasuzanne	4
cavetdominique	antoineamarilli	5
mathieublanchard	antonindelpeuch	3
jeanfrancois	juko	4
damienrobert	williamtriggs	6
adrienfabre	emmanuellecorne	3
baratault	ouriachioussama	5
bernadettebergeret	yadlajoie	5
francoisrobinet	baselopresse	4
matthieumoy	jeanfrancoislutz	3
marieferrazzini	guillaumequeruel	4
jeanpierrepetard	lerouergue1	3
francoisrevol	danielbourrion	3
catusciapalamidessi	bossuet	3
clementtisserant	giselemaxit	7
martinecourbincoulaud	anthonymasure	3
stornecatherine	davidbenoist	5
suzannemallet	olivierlegall1	3
jeanmarielebechec	benjaminbourdon	3
celinesmith	sebastienbenzekry	4
remiwatrigant	stephanepouyllau	4
davidmonniaux	giselemaxit	6
horatiucirstea	roux3	4
olivierchapuis	antoineamarilli	3
leinardifrancesca	agnesletouzey	3
gregallaire	ernoult	4
vincentleclere	laurentlhuillier	3
rmathis	monnet	3
maisonobeluc	francoisxaviermas	5
heloisegazeau	etiennepariat	4
ericf	allia	4
jeanchristophepeyssard	rmathis	4
leoducas	giselemaxit	4
fredericherbreteau	miklarzclement	5
marielaurebretin	laurentromary	6
bernadettebergeret	leboecla	3
olivierpantale	clairelemercier	3
hadrienvroylandt	sarraderafaele	3
jeremiedetrey	pocinho	3
magariel	xavierleroy	3
olivierlegall1	gregorycolcanap	4
julianbh	guillaumequeruel	3
guillaumecabanac	leinardifrancesca	3
romainboistel	epristassociationdesresponsablesistdesorganismesderecherchefrancais	5
christophepavlides	francoisducrocq	3
philippedeso	ouriachioussama	3
marcmezzarobba	sylvaincrovisier1	5
arramyleroux	anthonymasure	4
matthieumoy	baratault	3
pascalelalot	guillainpotron	3
juliendupredebaubigny	jeankempf	4
mag	vivienripoll	3
brunodurand	javellejeanpierre	4
baratault	cenacpeggy	3
thomasletendre	virgileandreani	4
maisonobeluc	jeanchristophepeyssard	6
epristassociationdesresponsablesistdesorganismesderecherchefrancais	cecileadamolle	7
celinesmith	duflotjeanluc	3
benjaminprevost	ratsimandravasuzanne	4
gesbert	pierrenaegelen	6
francoisrevol	anicetrohee	3
thierychanier	alabau	3
stephanepouyllau	cypriengay	3
clementtisserant	odilecontat	5
merlet	actessud	3
thierychanier	adrienchopin	3
justineancelin	pierrenaegelen	3
catusciapalamidessi	brunodurand	3
jeanbaptistemouret	souzani	3
chantalviala	beorchia	3
thomasletendre	chantalbarutau	3
frederiquelangue	mauleskinemouraby	3
pierrev	cypriengay	3
antoineamarilli	leinardifrancesca	3
thierryfournier	martinecourbincoulaud	5
valeriehurtevent1	marieevegeiger	5
caroleb	odilecontat	4
sylvaincrovisier1	emmanuellehelly	3
nikolaykovachev	christophebrocquet	4
maisonobeluc	thierryfournier	4
emiliebrunet	hugogimbert	3
beorchia	guillainpotron	4
christophepavlides	juko	3
bernadettebergeret	ludivineabd	6
marcchardin	frederiqueflamerie	3
patricebellot1	sbauin	8
lionelrieg	christineleininger	4
leoducas	jeremienuel	3
chantalbarutau	juliengilet1	3
buloismichael	miklarzclement	3
silvanodalzilio	fabienlabarthe	3
guillainpotron	marlenedelhaye	3
alainberetzpresidentdeluniversitedestrasbourg	chevallierchantepie	3
magariel	benjaminbourdon	3
hankahensens	romainboistel	7
vincentdanjean	hurtersavie	3
sr	josettelapeyre	5
agnesraymonddenise	darquy1	4
fredericdavitoria	allia	4
emmanuellecorne	dsa	3
antoineamarilli	emmanuelthome	4
rmathis	fabienlabarthe	6
juliendupredebaubigny	ouriachioussama	4
ludivineabd	thomaslamarche	6
samsond	virgileandreani	5
francoisbriat	sbauin	3
juliendupredebaubigny	juliengilet1	5
jeanbaptistemouret	francoisducrocq	7
francisandre	gregorycolcanap	3
guycobolet1	inptoulouseinstitutnationalpolytechniquedetoulouse	4
davidmonniaux	martinecourbincoulaud	5
sonneville	charlenecriton	3
mag	patrickmassot	3
jozefinasadowska	souzani	4
pierrev	chantalbarutau	3
ludivineabd	alainberetzpresidentdeluniversitedestrasbourg	4
jeanpierregesbert	pierremounier	3
ernoult	arnalcedric	3
thierryfournier	mathieublanchard	3
franckinfodocbib1	vivienripoll	4
noelthiboud	laurentlyaudet	4
hugol	gibierfrancois	4
stephanemagnier	jeanmarielebechec	3
valeriehurtevent1	allia	11
frederiquelangue	sarraderafaele	3
heloisegazeau	olivierlegall1	4
olivierjacquot	heraultfrederic	3
jeannevarasco	sorouletpillon	3
nicolaslemoine	valeriehurtevent1	5
benjaminguichard	hadrienvroylandt	3
nicolaslemoine	chantalbarutau	3
arnaudferraris	laurentbercot1	5
apincetre	chevallierchantepie	4
courtoischantal	arnalcedric	4
dominiquelechaudel	clairelemercier	3
louisgesbert	jeanpierregesbert	11
silvanodalzilio	benjaminbourdon	3
cavetdominique	chantalbarutau	5
maisonobeluc	albertcohen	4
fouillet	nolwennmaudet	4
alainmarois	anneclairelepicard	3
fredericclavert	chevallierchantepie	4
samsond	marielaurebretin	4
josettelapeyre	pascalweil	5
nicolasbarts	hankahensens	5
nicolasbraudsantoni	valeryxavierlentz	4
jeanmarielebechec	laurentbercot1	4
alainmarois	chantalbarutau	5
eliemichel	fortyannick	4
odilehennaut	clairelemercier	4
baratault	quentingrimaud	3
revuedhistoiremoderneetcontemporaine	manueladournes	3
legendre	fabienlabarthe	4
claudeniatel	laurentlyaudet	4
benjaminprevost	pierrev	4
dominiqueroux	celinevautrin	5
francoisxaviermas	pascaltobaly	3
giselemaxit	nicolasdandrimont	5
annebergez	briot	5
emmanuelhadoux	valleemaxime	3
violainev	williamtriggs	3
marcchardin	davidbenoist	5
fouillet	darquy1	3
teodorknapik	laurentromary	4
ludivineabd	bibliothequeuniversitairedeslanguesetcivilisations	4
elodieponcet	severinlemaignan	5
valerielarroque	antoineamarilli	4
pocinho	valleemaxime	3
samuelauthueil	pablorauzy	4
brundominique1	vivienripoll	3
cedricolivierturrin	rousseletlouis	3
vincentdanjean	damienrobert	6
claudeniatel	cecileadamolle	5
odilecontat	chantalbarutau	5
annecanteaut	fouillet	3
celialentretien	danielbourrion	3
benjaminprevost	juliendupredebaubigny	4
sorouletpillon	odilecontat	7
christianlavault1	briot	3
annebergez	beorchia	4
imr	pierrenaegelen	3
pascalweil	catherinelandry	5
jeremiedetrey	emiliebrunet	4
stephanepouyllau	rmathis	5
jeanfrancoislutz	alexiskauffmann	3
damienrobert	bernieseek	5
fredericdavitoria	davidbenoist	3
maxb	josettelapeyre	4
catherinelandry	christineollendorff	5
ludivineabd	stephaniegroudiev	6
lucadefeo	adrienchopin	3
marcchardin	francoisxaviermas	3
annebergez	bernardloic	3
lucadefeo	xavierleroy	3
schwartzlionel	valeryxavierlentz	3
celinefouga	charlenecriton	3
maxb	salvetatfrancoise	3
fredericdavitoria	antoineamarilli	3
frederichelein	paulgirard	3
yadlajoie	pierrefleury1	4
guycobolet1	leinardifrancesca	3
francoislermigeaux	hugol	3
ernoult	ericdaspet	3
francoislermigeaux	jeanpierregesbert	4
jeanbaptistemouret	hankahensens	7
fredericherbreteau	nicolasdumoulin	4
stornecatherine	maicf	3
ackervalerie	marielaurebretin	3
mathieublanchard	griddock	3
vivienripoll	laurentbercot1	7
carolinelandry	christineollendorff	3
jeanbaptistemouret	marieferrazzini	3
cavetdominique	odilehennaut	3
aurelienberra	juliejanody	7
annebergez	javellejeanpierre	5
emilegersch	gaelbordet	12
jeremiedetrey	arnaudferraris	3
maxb	amicfrouvelle	3
thierryfournier	fizcus	4
lionelrieg	giselemaxit	3
schwartzlionel	antoineamarilli	4
samuelhornus	marieevegeiger	3
pierremounier	victorkalt1	3
griddock	philippegambette	3
mariehelenedacos	allia	4
cavetdominique	clairesaulou	4
benjaminbourdon	durandaline	4
marielaurebretin	deputeeisabelleattard	4
stephanemagnier	jeanfrancois	3
mathieuperona	marieevegeiger	3
adrienchopin	francisandre	4
silvanodalzilio	nieddu	3
chantalviala	fredericchapoton	4
agnesraymonddenise	nathalieduchange	4
xavierleroy	emmanuellecorne	6
laurentromary	anthonymasure	3
pierrev	schwartzlionel	3
xavierleroy	legendre	4
nicolasbarts	maicf	3
lucadefeo	yannbonnet	3
louisgesbert	adrienfabre	3
olivierchapuis	olivierzendra2	4
maxenceguesdon	fredericchapoton	3
kevinperrot	miklarzclement	3
samsond	cedrictemple	3
davidmonniaux	jozefinasadowska	4
sgl	marielaurebretin	5
sylvainribault	juliejanody	3
fredericmandon	antoineamarilli	5
francoisparreau	olivierlegall1	3
alainberetzpresidentdeluniversitedestrasbourg	sebastienbenzekry	4
anthoinebourgeois	odilebenassy2	4
christineleininger	duflotjeanluc	4
jeanbaptistemouret	griddock	3
jeanfrancois	nieddu	4
jacquesmillet	becache	3
stephanebortzmeyer	valeryxavierlentz	3
davidmonniaux	laurentlyaudet	4
gregallaire	pierrickkoch	4
favreau	stephaniedordcrousle	3
josettelapeyre	maicf	3
damienrobert	alainberetzpresidentdeluniversitedestrasbourg	5
odilecontat	becache	3
jeanfrancois	noelthiboud	5
patricebellot1	christineleininger	3
pierrickkoch	bibliothequeuniversitairedeslanguesetcivilisations	3
teodorknapik	laurentlopez	3
juliengrenet1	catherinelandry	6
damienrobert	mathieusaby	5
elianedaphy	benoitpier1	3
jeanfrancoislutz	maxenceguesdon	3
frederiquelangue	thomasletendre	3
celinesmith	clementtisserant	5
odilecontat	ericdaspet	4
ludivineabd	emmanuelthome	4
alexandrenolin	juko	3
marielaurebretin	leclercarmelle	3
alainmarois	heraultfrederic	6
jacquesmillet	sebastienbenzekry	3
doctorant	amicfrouvelle	3
antoineamarilli	geoffreyharaux	4
thierryfournier	mathildedacos	5
sgl	hankahensens	4
hcyinguyenvan	sylvainschmitz	3
celinesmith	beorchia	3
lionelrieg	hcyinguyenvan	4
benjaminprevost	manuelclergue	3
juko	salvetatfrancoise	5
olivierzendra2	frederichelein	4
epristassociationdesresponsablesistdesorganismesderecherchefrancais	eliemichel	4
audeleblond	cecileadamolle	3
jeanlouisbougeret	francisandre	4
fizcus	vivienripoll	5
maisonobeluc	sylvainschmitz	3
louisjachiet	louisgesbert	7
olivierchapuis	adelineregeuniversitedestrasbourg	3
arnaudlerouzic	nicolaslemoine	3
claudeniatel	marielaurebretin	6
bernadettebergeret	silvanodalzilio	4
heloisegazeau	allia	4
jacquesmillet	nicolasbraudsantoni	4
inradistodilehologne	marindacos	6
julianbh	dominiquelechaudel	3
sr	griddock	4
emilegersch	francoisgeze	26
jozefinasadowska	juliejanody	6
laurent	marieevegeiger	3
stornecatherine	virgileandreani	3
guillaumecabanac	nicolaspetitdemange	3
anthoinebourgeois	cecileadamolle	3
annepoupon	vincentreverdy	5
duflotjeanluc	lerouergue1	9
samuelhornus	miklarzclement	3
chauvinbrigitte	jeanfrancois	4
benjaminprevost	clairelemercier	5
ludivineabd	fredericchapoton	4
christofschoch	miklarzclement	3
pascalelalot	frederiqueflamerie	4
leboecla	odilecontat	4
davidmonniaux	gabrielllang	3
marcjeanmougin	alexiskauffmann	4
stornecatherine	laurentbercot1	3
guillaumecabanac	jeremienuel	3
odilehennaut	fredericmandon	3
sonneville	leinardifrancesca	3
frederiquelangue	celialentretien	3
mathieuperona	eliemichel	3
cavetdominique	alaincimino	6
hugol	odilebenassy2	4
marcjeanmougin	jacquesmillet	4
albertcohen	frederichelein	4
nicolaspetitdemange	rousseletlouis	3
philippeschnoebelen	valeryxavierlentz	3
fredericherbreteau	pierrefleury1	4
simona	benoitrkloeckner	3
frederichelein	veroniquecohoner	5
arramyleroux	inptoulouseinstitutnationalpolytechniquedetoulouse	3
patricebellot1	frederiqueflamerie	5
clementtisserant	suzannemallet	4
gesbert	bernardteissier	3
vincentreverdy	veroniquecohoner	4
griddock	virgileandreani	4
jeanbaptistemouret	fredericmandon	4
pierreboulet1	alexiskauffmann	3
albertcohen	heraultfrederic	3
julienbect	doctorant	4
magariel	aymerich	4
chekib1	pascaltobaly	3
francistrautmann	danielpouyllau	3
arnaudferraris	emmanuellecorne	4
jeremienuel	clairelemercier	3
vincentleclere	virgileandreani	3
samsond	laurentlopez	4
mathieublanchard	dissemin	3
julienbect	dominiqueroux	3
teodorknapik	samuelauthueil	3
odilehennaut	valeriehurtevent1	5
jeremiedetrey	yannbonnet	3
gabrielscherer	rousseauhans	3
juko	severinlemaignan	3
jeremiedetrey	francoisxaviermas	3
pierrenaegelen	nolwennmaudet	3
juko	patricetorguet	5
fabienlabarthe	giselemaxit	4
olivierchapuis	leblancannie	3
pierrev	briot	3
jeanbaptistemouret	suzannemallet	3
thomasletendre	patrickmassot	4
rousseletlouis	guillainpotron	5
stephaniedordcrousle	pascalweil	5
thierryfournier	oliviercleynen	3
emiliebrunet	guillaumequeruel	4
thomasletendre	chauvinbrigitte	3
bernadettebergeret	elodieponcet	3
jeanlouisbougeret	abharmach	3
gesbert	monnet	3
pierre1	nicolasdandrimont	3
lacourclaire	ralphmatthes	4
severinlemaignan	emmanuelthome	3
olivierzendra2	francistrautmann	3
florencebouillon	louisgesbert	4
claudeloverdo	annecanteaut	3
ludivineabd	miklarzclement	4
thomasletendre	valeryxavierlentz	4
antoineamarilli	meheut	3
aurelienberra	christofschoch	7
hankahensens	henrigaly	7
samuelhornus	gregoire	3
editionsgallimard	castelainjeanchristophe	6
jeremienuel	francoisparreau	3
claudeniederlender	cypriengay	3
jeanbaptistemouret	nieddu	4
thierryfournier	stephanepouyllau	4
louisjachiet	hugol	4
stephanepouyllau	nieddu	5
juko	pascaltobaly	4
chantalviala	frederichelein	4
thierryfournier	benjaminguichard	4
bernadettebergeret	rmathis	4
benjaminprevost	jeanchristophebach	3
pierremounier	fouillet	3
hankahensens	adrienchopin	4
fabricemottez	griddock	3
merlet	laurentbercot1	3
jacquesmillet	catherinelandry	6
gambazza	nicolasbraudsantoni	3
thierychanier	annecanteaut	4
albrechtzimmermann	geraldineniateldacos	3
celinefouga	mihaelasighireanu	5
stephaniegroudiev	kevinperrot	3
ernoult	clairesaulou	3
colettecadiou	francoisxaviermas	3
salvetatfrancoise	guillainpotron	4
quentingrimaud	nicolasdumoulin	4
jeanchristophepeyssard	brundominique1	3
vincentdanjean	fabienmalbet	3
christofschoch	suzannemallet	3
vorosandre	rousseauhans	3
elianedaphy	sorouletpillon	3
christinekosmopoulos	fouillet	4
julienbect	jeanfrancoislutz	5
dominiqueroux	benjaminprevost	3
apincetre	patricetorguet	3
francoisetruffert	christineollendorff	6
delphinedebarre	danielpouyllau	3
pierrev	chauvinbrigitte	4
marieevegeiger	souzani	3
celinesmith	emiliebrunet	3
stephaniedordcrousle	giselemaxit	3
hugol	fredericclavert	4
alexandredouvry	juliejanody	3
danielbourrion	darquy1	4
pocinho	etiennepariat	6
christofschoch	coret	3
annickvalibouze	charlesruelle	3
favreau	valeryxavierlentz	3
olivierzendra2	cenacpeggy	4
claudeniatel	agnesraymonddenise	4
vincentdanjean	thierychanier	4
laurentberardquelin	philippebeauvillard	4
juliendupredebaubigny	rousseletlouis	3
nolwennmaudet	davidbenoist	6
caroleb	hurtersavie	5
philippedeso	arnaudferraris	3
2	benoitrkloeckner	6
pascalearaujo	valeryxavierlentz	3
durandaline	ernoult	4
jeannevarasco	cremonini	5
laurentlopez	arnalcedric	4
emiliebrunet	balmon	3
olivierbuffet	briot	5
leboecla	juliejanody	5
antoninchambolle	sorouletpillon	4
guillaumecabanac	yadlajoie	4
fredericdanielluclehobey	alainberetzpresidentdeluniversitedestrasbourg	3
arramyleroux	etiennepariat	5
brunodurand	nicolasdumoulin	3
chantalviala	juliendupredebaubigny	3
martinecourbincoulaud	valentinplichon	3
annebergez	valeriehurtevent1	5
lucazeau	annebergez	4
valeriehurtevent1	philippegambette	4
catusciapalamidessi	briot	4
gregallaire	maxenceguesdon	3
chekib1	olivierlegall1	6
briot	fabienmalbet	3
yannbonnet	adrienchopin	5
consortiumcouperin	laurentlyaudet	3
stephaniegroudiev	marielaurebretin	4
pascalelalot	deputeeisabelleattard	5
clementtisserant	adrienfabre	3
bernadettebergeret	marcjeanmougin	7
stornecatherine	danielbourrion	3
marieannepaveau	guillaumequeruel	5
pierrickkoch	williamtriggs	5
elodieponcet	sbauin	6
gesbert	nicolaspetitdemange	3
allia	etiennepariat	14
sorouletpillon	juriconnexion	3
isabellegouat	pascaltobaly	5
nolwennmaudet	ramdanikarim	3
maisonobeluc	jozefinasadowska	5
fredericchapoton	fabienmalbet	3
pierrickkoch	salvetatfrancoise	3
caroleb	adrienfabre	3
yannbonnet	gibierfrancois	3
davidmonniaux	alaincimino	3
juliengrenet1	oliviercleynen	3
alainberetzpresidentdeluniversitedestrasbourg	amicfrouvelle	3
adrienkrahenbuhl	cecilearmana	3
alainmarois	moniqueteillaud	4
jeanfrancois	vincentreverdy	7
anicetrohee	duflotjeanluc	4
allia	severinlemaignan	6
mag	thomaslamarche	3
patricebellot1	maicf	4
chevallierchantepie	alexiskauffmann	5
fredericdavitoria	severinlemaignan	3
allia	fortyannick	4
chantalbarutau	davidbenoist	5
fouillet	ouriachioussama	3
ernoult	salvetatfrancoise	3
alainmarois	lucazeau	3
alainmarois	frederiqueflamerie	9
merlet	bossuet	3
claudeniatel	aymerich	5
suzannemallet	beorchia	3
schwartzlionel	deputeeisabelleattard	3
damienrobert	fizcus	5
christineollendorff	cecilearmana	4
sarraderafaele	darquy1	5
nikolaykovachev	eliemichel	4
ernoult	guillainpotron	5
dominiqueroux	celinefouga	4
inradistodilehologne	paulgirard	3
thomasblanchard	henrigaly	4
legendre	sbauin	7
annecanteaut	laurentromary	4
vincentleclere	hankahensens	3
thierryfournier	aymerich	3
jeanmarielebechec	roux3	4
celinevautrin	francoislermigeaux	5
magariel	juliengrenet1	7
deputeeisabelleattard	cecileadamolle	4
marcmezzarobba	miklarzclement	6
vincentreverdy	philippehoudry	4
alexiskauffmann	frederiqueflamerie	3
valerielarroque	severinlemaignan	3
xavierleroy	alexandrenolin	3
baratault	sbauin	8
christinekosmopoulos	heraultfrederic	3
marielaurebretin	anthonymasure	3
jeanfrancois	annecanteaut	4
chantalbarutau	anicetrohee	4
julianbh	chantalbarutau	4
durandaline	jeremiebettinelli	3
charara	romainboistel	4
ericdaspet	marindacos	3
carolinelandry	anthonymasure	3
victorkalt1	juliejanody	5
beorchia	nathalieduchange	3
jeanmarielebechec	duflotjeanluc	5
stephanemagnier	clairelemercier	3
bossuet	olivierlegall1	3
claudeniatel	pierrefleury1	4
kevinperrot	cecileclavaud	4
sonneville	marcmezzarobba	3
adelineregeuniversitedestrasbourg	frederiqueflamerie	4
francoislermigeaux	olivierjacquot	4
pierrickkoch	guycobolet1	4
vincentdanjean	jeanfrancois	5
audeleblond	christineollendorff	3
roux3	brundominique1	4
roux3	frederichelein	6
xavierdesforges	francoisducrocq	3
leboecla	nicolasdumoulin	3
pierrickkoch	catherinelandry	3
christineleininger	ouriachioussama	3
sr	dissemin	4
baratault	cedrictemple	4
pbernard	christineollendorff	3
francistrautmann	audeleblond	3
odilebenassy2	clairelemercier	4
martinecourbincoulaud	patricetorguet	3
gabrielscherer	ouriachioussama	3
magariel	patricebellot1	7
jeanmallet	beorchia	3
brunodurand	benjaminguichard	3
christophebrocquet	hadrienvroylandt	3
glize	vivienripoll	3
franckinfodocbib1	valeriehurtevent1	4
ernoult	francoisxaviermas	3
cavetdominique	eliemichel	4
revuedhistoiremoderneetcontemporaine	syndicatnationaldeledition	4
francistrautmann	adrienchopin	3
roux3	christineollendorff	7
juliendupredebaubigny	aicardistephane	3
marcchardin	gabrielscherer	5
juko	laurentromary	5
merlet	etiennepariat	5
cedricolivierturrin	valleemaxime	3
heloisegazeau	geoffreyharaux	3
stephaniegroudiev	cecilearmana	3
claudeniatel	souzani	5
mag	patricebellot1	4
nicolaslemoine	claudeloverdo	3
thomasletendre	lucazeau	3
gabrielllang	jeanpierregesbert	4
teodorknapik	charlenecriton	3
benjaminprevost	jeremiedetrey	4
stornecatherine	pierremounier	4
francoisetruffert	magariel	4
hcyinguyenvan	ludivineabd	4
stephaniedordcrousle	frederiqueflamerie	3
albertcohen	clementtisserant	3
briot	marindacos	6
kevinperrot	annebergez	4
fouillet	mathildedacos	3
nicolaslemoine	noelthiboud	3
fredericmandon	franckinfodocbib1	4
javellejeanpierre	sophiepochic	3
sylvaincrovisier1	giselemaxit	6
monnet	cecileadamolle	3
chantalbarutau	guillainpotron	3
aurelienberra	danielpouyllau	6
laurentromary	veroniquecohoner	4
chantalbarutau	philippegambette	4
stephaniegroudiev	emmanuelhadoux	3
2	hankahensens	4
jeanlucdeochandiano	nathalieduchange	4
alabau	hubertguillaud	3
chekib1	juliejanody	5
nikolaykovachev	silvanodalzilio	4
chantalviala	sgl	3
emiliebrunet	yadlajoie	4
bernieseek	rmathis	3
victorkalt1	alexiskauffmann	3
claudeniatel	christinekosmopoulos	8
arnaudferraris	fortyannick	5
hcyinguyenvan	celinesmith	4
briot	veroniquecohoner	4
alexandrenolin	chevallierchantepie	3
dissemin	danielbourrion	4
antoineamarilli	alexandredouvry	3
baratault	claudeniederlender	4
marcjeanmougin	stephaniedordcrousle	4
julienbect	valeryxavierlentz	4
pierrev	louisgesbert	5
arramyleroux	rousseauhans	4
juko	vincentreverdy	9
louisjachiet	olivierbuffet	3
imr	emmanuelthome	3
barbarameazzi	henrigaly	4
mariehelenedacos	chauvinbrigitte	3
jeremiebettinelli	quentingrimaud	3
fredericdavitoria	laurentbercot1	3
dissemin	vivienripoll	5
claudeloverdo	leclercarmelle	3
florencebouillon	marieevegeiger	3
marielaurebretin	fabienlabarthe	3
carolinelandry	laurentromary	4
damienrobert	romainbazile	4
florencebouillon	christinekosmopoulos	7
julianbh	sebastienlebonnois	5
teodorknapik	dissemin	3
gesbert	claudeniatel	6
laurentromary	pascaltobaly	5
geraldineniateldacos	duflotjeanluc	4
nikolaykovachev	claudeloverdo	5
pierreboulet1	miklarzclement	4
emmanuellecorne	cypriengay	5
audreysteinberger	cecileadamolle	3
ackervalerie	benjaminguichard	3
