userA	userB	score
xavierleroy	thomasblanchard	1
maicf	eliemichel	5
victorkalt1	alexandredouvry	3
laurentbercot1	monnet	3
antoineamarilli	fizcus	5
alaincimino	florencebouillon	1
julienbect	lionelrieg	4
leboecla	agnesraymonddenise	1
adelineregeuniversitedestrasbourg	catusciapalamidessi	2
ericdaspet	thomasblanchard	2
jeanfrancoislutz	brunobeaufils	2
olivierzendra2	ramdanikarim	3
cedrictemple	laurevieu	1
brunodurand	delphinedebarre	5
davidbenoist	sbauin	16
arramyleroux	beorchia	5
fabienmalbet	fizcus	1
hugogimbert	meheut	3
annepoupon	guillainpotron	2
cedrictemple	kevinperrot	1
mathieuperona	jaimelire	1
marcmezzarobba	etiennepariat	5
prescillialagarrigue	maicf	1
fredericmandon	leclercarmelle	2
teodorknapik	josettelapeyre	3
alainmarois	vivienripoll	7
geraldineniateldacos	alabau	3
pascalelalot	patricetorguet	5
ackervalerie	jozefinasadowska	1
anthoinebourgeois	juliendupredebaubigny	2
leclercarmelle	cecileadamolle	4
sr	dansperber	1
cypriengay	cedricolivierturrin	2
maxenceguesdon	anthonymasure	1
colettecadiou	gabrielscherer	2
benoitpier1	briot	4
roux3	gesbert	7
consortiumcouperin	celialentretien	1
vincentbattesti	stephanepouyllau	2
maisonobeluc	guillaumeaupy	3
glize	romainboistel	6
nolwennmaudet	brunobeaufils	1
alabau	maxenceguesdon	2
sonneville	nicolaspetitdemange	3
louisgesbert	isabelleramade	1
ludivineabd	francistrautmann	4
adrienkrahenbuhl	sylvainribault	1
jeannevarasco	catherinelandry	2
brunobeaufils	clementtisserant	1
syndicatnationaldeledition	francoisbriat	2
gesbert	sebastienlebonnois	3
philippeschnoebelen	ericf	3
jeanfrancoislutz	chantalviala	4
guillaumeaupy	geraldineniateldacos	1
adrienfabre	beorchia	2
vincentleclere	louisjachiet	1
favreguillaume	carolinelandry	1
gregallaire	silvanodalzilio	4
valentinlorentz	pierreboulet1	1
minpicault	glize	1
benoitpier1	jonathancrequer	2
carolinelandry	francistrautmann	2
jacquesmillet	suzannemallet	2
danielpouyllau	mag	3
hugogimbert	marindacos	2
aymerich	yadlajoie	6
francistrautmann	cavetdominique	2
franckinfodocbib1	guycobolet1	3
lionelrieg	aymerich	3
fredericclavert	marcchardin	3
guillaumecabanac	albertcohen	3
vivienripoll	emmanuellehelly	2
bibliophile	fredericclavert	1
aeris	chantalviala	2
valerielarroque	gregallaire	5
aicardistephane	stephanemagnier	2
javellejeanpierre	adrienchopin	3
maxenceguesdon	francoisbriat	2
isabelleramade	durandaline	1
jaimelire	romainboistel	1
laurentlhuillier	chevallierchantepie	1
patricetorguet	chantalviala	1
ackervalerie	arnaudlerouzic	1
jeanlucdeochandiano	vivienripoll	3
ratsimandravasuzanne	fredericdavitoria	2
sylvainpogodalla	hcyinguyenvan	3
yannbonnet	pierreboulet1	4
annecanteaut	vincentdanjean	5
aeris	charara	2
chauvinbrigitte	jeannevarasco	2
briot	francoisrevol	1
dominiquelechaudel	cecilearmana	1
samsond	lucadefeo	2
alexiskauffmann	chauvinbrigitte	1
cypriengay	juliengrenet1	3
gesbert	agnesraymonddenise	1
sylvainpogodalla	cavetdominique	3
adelineregeuniversitedestrasbourg	adrienkrahenbuhl	2
teodorknapik	fredericchapoton	3
davidmonniaux	pierrickkoch	3
frederiqueflamerie	gaelleriverieux	3
adelineregeuniversitedestrasbourg	magariel	4
marlenedelhaye	raclet	1
vincentreverdy	juliengilet1	6
yannbonnet	christianlavault1	2
hugogimbert	patricetorguet	2
jeremienuel	chevallierchantepie	4
victorkalt1	briot	2
sgl	marlenedelhaye	1
francoislermigeaux	vorosandre	3
clairelemercier	juliengrenet1	6
aicardistephane	emmanuellecorne	4
nathalieduchange	fabienlabarthe	5
annebergez	ericdaspet	2
juliedacos	thomaslamarche	5
inptoulouseinstitutnationalpolytechniquedetoulouse	claudeniatel	5
souzani	christinelebas	2
fouillet	chevallierchantepie	2
catusciapalamidessi	fizcus	1
laurevieu	heloisegazeau	2
franckinfodocbib1	fabienlabarthe	3
christinekosmopoulos	albrechtzimmermann	2
huguessamyn	nicolaspetitdemange	3
minpicault	benoitrkloeckner	3
ouriachioussama	actessud	1
marindacos	pierrefleury1	3
pascalelalot	sergenoiraud	1
allia	thierryfournier	7
violainev	chantalviala	3
odilecontat	schwartzlionel	2
clairesaulou	alexandrenolin	3
romainbazile	juliendupredebaubigny	2
pierrev	williamtriggs	5
ernoult	huguessamyn	4
dominiquelechaudel	sandrinemalotaux	2
bernadettebergeret	chevallierchantepie	4
sandrinemalotaux	fortyannick	3
fabienmalbet	vorosandre	1
pierrenaegelen	francoisbriat	1
etiennepariat	emmanueld	3
danielpouyllau	philippehoudry	2
francoisgeze	jeanlouisbougeret	1
alabau	pascalweil	3
gabrielscherer	patricetorguet	1
ernoult	jozefinasadowska	2
favreguillaume	anicetrohee	3
maisonobeluc	duhamellechristophe	1
2	juriconnexion	2
alainherreman	celinefouga	2
adelineregeuniversitedestrasbourg	jeanchristophebach	2
mathieuperona	pascalelalot	1
courtoischantal	yannbonnet	1
franckinfodocbib1	elodieponcet	2
jeremienuel	juliendupredebaubigny	2
virgileandreani	danielbourrion	5
antoineamarilli	paulgirard	4
teodorknapik	danielbourrion	4
justineancelin	marieevegeiger	1
nehemiestrupler	pablorauzy	2
cenacpeggy	pascalearaujo	2
claudeniatel	marieevegeiger	5
consortiumcouperin	aurelienberra	3
ouriachioussama	francoisducrocq	4
nathalieduchange	lionelrieg	2
hugol	barrierejeanpaul	1
patrickmassot	franckinfodocbib1	1
antoinelejay	inptoulouseinstitutnationalpolytechniquedetoulouse	2
odilebenassy2	jeanchristophebach	2
hubertguillaud	francoisrevol	2
lionelrieg	legendre	2
mariehelenedacos	dominiquelechaudel	2
jeankempf	ludivineabd	5
ouriachioussama	annebergez	4
valeryxavierlentz	chantalviala	4
olivierjacquot	alabau	4
aurelienberra	clementtisserant	7
chekib1	alexanderdoria	1
sonneville	mathildedacos	2
mariehelenedacos	leclercarmelle	4
antoineamarilli	catherinelandry	5
francoisetruffert	legendre	5
darquy1	gabrielllang	3
olivierpantale	emmanuellehelly	1
jeanlucdeochandiano	meheut	2
gittonvincent	guillaumecabanac	1
laurentlyaudet	odilebenassy2	3
dissemin	francoisetruffert	5
jeremieroche	antoninchambolle	1
jeanlucdeochandiano	pierrefenouil	1
pierre1	brunoringeval	1
jeremiedetrey	jeansebastienkrollrabotin	2
roux3	claudeloverdo	3
huguesvanbesien	davidbenoist	4
raclet	briot	1
mag	jozefinasadowska	3
sonneville	sorouletpillon	2
quentingrimaud	isabellegouat	2
sylvainschmitz	mathieublanchard	3
glize	gregorycolcanap	2
audreysteinberger	louisjachiet	2
sr	darquy1	3
vincentbattesti	francoisducrocq	1
hadrienvroylandt	rousseauhans	1
minpicault	julienbect	1
xavierleroy	balmon	1
pierre1	sebastienbenzekry	3
bossuet	mag	3
laurentlhuillier	jeremiedetrey	1
danielpouyllau	louiseberaudlefranc	1
patricebellot1	maccall	1
christianlavault1	nicolasbraudsantoni	2
martinecourbincoulaud	courtoischantal	3
christinekosmopoulos	jeanchristophepeyssard	4
bernieseek	legendre	1
laurentlhuillier	gibierfrancois	3
vincentbattesti	fabienandre	1
laurentlyaudet	juko	3
ericf	bernieseek	2
oliviercleynen	jozefinasadowska	2
philippegambette	catherineperrin	1
annickvalibouze	juko	2
sandrinemalotaux	legendre	3
odilehennaut	geoffreyharaux	1
minpicault	didierbailhous	1
lionelrieg	marindacos	5
louisjachiet	laurentromary	5
vorosandre	bibliothequeuniversitairedeslanguesetcivilisations	2
alabau	louisjachiet	2
bernardteissier	mauran	1
barbarameazzi	hankahensens	3
patrickmassot	philippedeso	1
ernoult	francoisducrocq	5
marcjeanmougin	guycobolet1	4
javellejeanpierre	sorouletpillon	3
laurentlyaudet	pierreboulet1	3
prescillialagarrigue	juliejanody	3
valerielarroque	vincentleclere	1
chantalviala	laurentromary	3
nicolasrs	sergenoiraud	1
alainberetzpresidentdeluniversitedestrasbourg	marieevegeiger	7
sr	sevankazandjian	3
merlet	albertcohen	4
louisgesbert	ludivineabd	5
sbauin	rousseauhans	5
mathieuperona	marlenedelhaye	2
aurelienberra	rousseletlouis	4
hadrienvroylandt	amicfrouvelle	2
christianlavault1	baselopresse	2
bernadettebergeret	jeansebastienkrollrabotin	3
nicolasdumoulin	inptoulouseinstitutnationalpolytechniquedetoulouse	1
sbauin	leclercarmelle	5
colettecadiou	mathieusaby	2
marindacos	catherinelandry	8
nieddu	chantalviala	3
samsond	chevallierchantepie	4
emmanuelhadoux	stephanepouyllau	2
vincentbattesti	valeryxavierlentz	2
jeanlucdeochandiano	jeankempf	3
manuelclergue	laurentromary	5
sylvaincrovisier1	nikolaykovachev	4
adelineregeuniversitedestrasbourg	yadlajoie	6
nehemiestrupler	violainev	2
mathieusaby	arthurguillon	1
patrickmassot	arramyleroux	1
nicolasdandrimont	chekib1	4
nieddu	alabau	2
jacquesmillet	nicolaspetitdemange	1
samuelauthueil	celinesmith	3
jeanchristophebach	ralphmatthes	2
olivierpantale	leclercarmelle	2
philippeschnoebelen	virgileprevosto	3
davidbenoist	lucaudrain	1
sgl	moniqueteillaud	3
dominiquelechaudel	elianedaphy	1
davidbenoist	ericf	3
laurevieu	lerouergue1	1
sonneville	francisandre	1
martinecourbincoulaud	leblancannie	4
dominiquelechaudel	marcmezzarobba	2
mariehelenedacos	colettecadiou	3
chauvinbrigitte	duflotjeanluc	2
cavetdominique	charara	4
christineleininger	mauleskinemouraby	1
martinecourbincoulaud	franckinfodocbib1	3
christophebrocquet	julianbh	4
sebastienbenzekry	benoitrkloeckner	1
alaincimino	cavalier	1
virgileandreani	remiwatrigant	4
allia	lafaitjacques	3
fredericclavert	manuelclergue	2
christineollendorff	marlenedelhaye	3
martinecourbincoulaud	julienbect	4
sgl	sarraderafaele	3
olivierlegall1	anicetrohee	5
pierre1	darquy1	5
jonathancrequer	delphinedebarre	1
franckinfodocbib1	valleemaxime	3
bernardteissier	adrienkrahenbuhl	2
consortiumcouperin	vivienripoll	3
courtoischantal	mathieublanchard	2
hugogimbert	pascaltobaly	3
epristassociationdesresponsablesistdesorganismesderecherchefrancais	hcyinguyenvan	4
jeansebastienkrollrabotin	fredericherbreteau	3
pierrickgaudry	olivierlegall1	4
thierryfournier	jeanchristophebach	1
severinlemaignan	cecilearmana	1
emilegersch	pascalweil	1
gabrielscherer	yadlajoie	3
jeansebastienkrollrabotin	brunobeaufils	3
mauleskinemouraby	jeannevarasco	4
sonneville	frederiquelangue	2
cypriengay	leinardifrancesca	3
hadrienvroylandt	moniqueteillaud	2
meheut	claudeloverdo	1
magariel	marieevegeiger	3
maisonobeluc	minpicault	2
davidbenoist	buloismichael	5
jeremiebettinelli	victorkalt1	5
nieddu	benjaminprevost	4
valeriehurtevent1	nicolasbraudsantoni	8
stephanemagnier	pascalweil	1
severinlemaignan	juriconnexion	1
maxb	thomaslamarche	3
pbernard	romainboistel	1
patricebellot1	jeremiebettinelli	4
olivierpantale	frederiqueflamerie	4
gabrielllang	stornecatherine	2
catherinelandry	alexandredouvry	2
cecileclavaud	juko	4
laurapallez	guycobolet1	1
nehemiestrupler	eliemichel	2
vincentbattesti	marieannepaveau	2
gibierfrancois	odilebenassy2	1
christophebrocquet	alaincimino	2
epristassociationdesresponsablesistdesorganismesderecherchefrancais	catusciapalamidessi	2
jeanmarcbocabeille	syndicatnationaldeledition	5
severinlemaignan	jeremiebettinelli	3
odilecontat	nikolaykovachev	4
pascaltobaly	pbernard	2
emmanuellecorne	pierrefenouil	1
isabelleramade	jeanmarielebechec	1
christineleininger	oliviercleynen	3
alexiskauffmann	francoisetruffert	3
francoisxaviermas	paulgirard	4
courtoischantal	nolwennmaudet	2
audeleblond	glize	2
lucazeau	jeanmarielebechec	1
maisonobeluc	frederiquelangue	5
clairesaulou	juliedacos	2
celinesmith	pascalweil	3
olivierpantale	vivienripoll	3
benjaminbourdon	jeannevarasco	2
baratault	adrienkrahenbuhl	2
benjaminguichard	julianbh	6
olivierbuffet	louisjachiet	3
marcchardin	victorkalt1	3
albertcohen	cecileadamolle	2
salvetatfrancoise	thierychanier	1
jeanlouisbougeret	sonneville	1
maicf	gaelleriverieux	1
henrigaly	lucazeau	3
hubertguillaud	dominiqueroux	5
pablorauzy	justineancelin	2
ackervalerie	chantalviala	3
gregallaire	clementtisserant	5
sr	mathieusaby	3
sylvainschmitz	pascaltobaly	3
gittonvincent	juko	1
hcyinguyenvan	claudeniederlender	2
gibierfrancois	caroleb	3
albrechtzimmermann	christianlavault1	1
maximeaudinot	huguessamyn	1
quentingrimaud	brunodurand	2
gesbert	buloismichael	2
roux3	eliemichel	6
hadrienvroylandt	inptoulouseinstitutnationalpolytechniquedetoulouse	2
brunobeaufils	emmanueld	2
vincentreverdy	alabau	2
pierrebauvin	juliengilet1	1
heraultfrederic	roux3	2
chekib1	philippegambette	2
laurentlhuillier	laurentromary	2
heraultfrederic	guillaumerobert	1
odilecontat	yadlajoie	3
martinecourbincoulaud	brunoringeval	4
arnaudferraris	olivierlegall1	3
carolinelandry	olivierbuffet	2
julienbect	becache	3
javellejeanpierre	cavalier	1
ericf	christophebrocquet	1
caroleb	alexandredouvry	1
buloismichael	isabellegouat	2
olivierjacquot	thierychanier	4
annickvalibouze	florianmoreau	2
odilecontat	leboecla	4
stephaniegroudiev	buloismichael	3
audeleblond	aymerich	3
odilecontat	charara	3
nicolasrs	jeanmarielebechec	3
nicolasdandrimont	josettelapeyre	3
alexiskauffmann	frederichelein	3
glize	buloismichael	3
francoislermigeaux	hankahensens	4
emilegersch	pascalfouche	6
geraldineniateldacos	raclet	3
ericf	philippedeso	2
albertcohen	emmanueld	1
francoisrobinet	charara	1
danielpouyllau	geoffreyharaux	2
bossuet	lionelrieg	2
francoisgeze	paulgirard	1
alainherreman	fabienandre	1
clairesaulou	suzannemallet	3
pocinho	annebergez	2
vorosandre	becache	2
fredericclavert	marlenedelhaye	2
cavalier	juliengrenet1	3
allia	odilebenassy2	9
courtoischantal	fabienmalbet	1
maximeaudinot	victorlefevre	1
noelthiboud	miklarzclement	5
nicolasdumoulin	julianbh	2
romainbazile	jeanchristophepeyssard	3
magariel	brunoringeval	1
catusciapalamidessi	lucadefeo	3
nicolaspetitdemange	marindacos	1
hubertguillaud	ackervalerie	2
salvetatfrancoise	remiwatrigant	1
catusciapalamidessi	benjaminguichard	4
vincentreverdy	louiseberaudlefranc	5
annickvalibouze	leboecla	2
remiwatrigant	thomasblanchard	2
anthoinebourgeois	vivienripoll	4
teodorknapik	vincentleclere	3
jeanpierregesbert	ericdaspet	3
laurapallez	emmanuellecorne	2
victorlefevre	legendre	2
jeanlucdeochandiano	fontaine	1
colettecadiou	lerouergue1	1
hugogimbert	simona	3
gabrielllang	remiwatrigant	3
noelthiboud	huguessamyn	4
nicolasdumoulin	chantalbarutau	2
philippedeso	francoisducrocq	5
dissemin	lucazeau	2
gabrielscherer	lionelrieg	2
fouillet	patricetorguet	1
sandrinemalotaux	nikolaykovachev	6
pocinho	laurentbercot1	4
charlesruelle	pascalweil	1
juko	quentingrimaud	2
olivierpantale	marcchardin	1
arnaudferraris	guillaumecabanac	3
pablorauzy	claudeloverdo	2
merlet	cavalier	1
doctorant	rousseletlouis	2
jeremiebettinelli	inptoulouseinstitutnationalpolytechniquedetoulouse	2
philippedeso	mauleskinemouraby	2
epristassociationdesresponsablesistdesorganismesderecherchefrancais	marcjeanmougin	6
monnet	hankahensens	4
ernoult	colettecadiou	3
juko	rmathis	3
lucazeau	horatiucirstea	2
cecilearmana	2	2
mariehelenedacos	davidmonniaux	3
nicolasdumoulin	sylvaincrovisier1	3
arnaudferraris	yannbonnet	2
pierrev	nicolasbarts	2
veroniquecohoner	gabrielscherer	1
jeanpierregesbert	juriconnexion	2
simona	yadlajoie	3
hadrienvroylandt	godefroybeauvallet	1
francoislermigeaux	agnesraymonddenise	3
ericdaspet	sorouletpillon	2
martinecoppet	aubry1	1
pascalelalot	heloisegazeau	1
adrienfabre	alaincimino	1
annebergez	cavalier	2
mathieuperona	stephanepouyllau	2
cedricolivierturrin	sebastienlebonnois	2
lerouergue1	guycobolet1	1
annickvalibouze	adrienchopin	5
laurentlhuillier	jeanpierregesbert	3
briot	nicolasbraudsantoni	3
pascalelalot	victorkalt1	1
jeremiebettinelli	pbernard	2
sebastienlebonnois	christinelebas	2
epristassociationdesresponsablesistdesorganismesderecherchefrancais	gesbert	5
olivierjacquot	charara	2
coret	justineancelin	1
huguesvanbesien	chevallierchantepie	2
maicf	catherineperrin	1
valeryxavierlentz	jeannevarasco	2
odilecontat	clairelemercier	8
philippeschnoebelen	mathieusaby	1
maximeaudinot	williamtriggs	2
valerielarroque	thomasblanchard	1
gregallaire	stephanepouyllau	4
jeremienuel	valerielarroque	1
adelineregeuniversitedestrasbourg	ramdanikarim	1
chekib1	arthurguillon	2
cedricolivierturrin	emmanueld	2
bernieseek	juliendupredebaubigny	3
godefroybeauvallet	chekib1	1
alainberetzpresidentdeluniversitedestrasbourg	stephanepouyllau	5
martinecourbincoulaud	barbarameazzi	3
gregoire	christofschoch	1
charlesruelle	alabau	1
antoineamarilli	catherineperrin	3
sbauin	florencebouillon	7
stephaniegroudiev	magariel	5
griddock	fabienlabarthe	2
javellejeanpierre	guillaumequeruel	2
lucadefeo	fredericchapoton	4
olivierjacquot	quentingrimaud	2
laurevieu	juliengilet1	2
odilecontat	stephaniedordcrousle	2
quentingrimaud	audreysteinberger	3
arnaudferraris	geraldineniateldacos	3
quentingrimaud	jeremieroche	2
jeanlucdeochandiano	lionelrieg	3
frederiqueflamerie	hugol	5
adrienfabre	bernardteissier	1
francoislermigeaux	stephanemagnier	3
patrickfenouil	pascalweil	1
mathieuperona	emiliebrunet	3
nehemiestrupler	caroleb	2
fredericdanielluclehobey	philippegambette	1
epristassociationdesresponsablesistdesorganismesderecherchefrancais	favreguillaume	3
sr	leclercarmelle	4
ernoult	veroniquecohoner	2
griddock	guycobolet1	1
laurevieu	adrienfabre	2
mathieuperona	celinesmith	2
frederiqueflamerie	clairelemercier	5
guillainpotron	ralphmatthes	4
ratsimandravasuzanne	glize	2
davidbaelde	claudeniatel	3
aeris	jeanmallet	2
florianmoreau	jeremieroche	1
valentinplichon	nicolasbraudsantoni	3
pocinho	oliviercleynen	1
courtoischantal	sebastienlebonnois	1
alexiskauffmann	xavierleroy	2
thomasletendre	duflotjeanluc	3
jeanlouisbougeret	chantalviala	1
christofschoch	guillainpotron	4
nicolasdandrimont	buloismichael	2
vincentbattesti	patricebellot1	2
patrickmassot	ericdaspet	3
sebastienbenzekry	nicolaspetitdemange	2
mathurindorel	chekib1	1
davidbenoist	abharmach	8
pierrebauvin	emmanueld	1
gesbert	guycobolet1	4
sylvainpogodalla	bernadettebergeret	3
bernadettebergeret	nikolaykovachev	4
romainbazile	chevallierchantepie	3
odilecontat	ralphmatthes	1
inradistodilehologne	marcchardin	4
stephanemagnier	florencebouillon	3
jeremienuel	dominiqueroux	3
miklarzclement	jeanbaptistemouret	4
pascalelalot	buloismichael	2
fredericmandon	barbarameazzi	2
fredericdanielluclehobey	eliemichel	3
valentinlorentz	pascalweil	1
sylvaincrovisier1	olivierlegall1	6
aeris	fabienduprat	1
nicolasrs	jeanchristophepeyssard	2
briot	imr	1
henrigaly	jeanmallet	3
mariehelenedacos	laurentbercot1	3
gittonvincent	leboecla	1
hadrienvroylandt	elodieponcet	1
didierbailhous	antoninchambolle	1
roux3	valentinplichon	3
severinlemaignan	matthieumoy	2
revuedhistoiremoderneetcontemporaine	jeanmarcbocabeille	2
samsond	olivierbuffet	2
samsond	nicolasbraudsantoni	4
pascalelalot	magariel	1
bossuet	arnalcedric	1
danielpouyllau	odilehennaut	2
ericf	odilecontat	3
editionsdalloz	caillieret	8
virgileprevosto	adrienchopin	2
guillainpotron	charlenecriton	4
ol	josettelapeyre	2
antoninchambolle	mihaelasighireanu	2
ouriachioussama	gambazza	3
javellejeanpierre	adrienkrahenbuhl	2
christineollendorff	alaincimino	7
christophebrocquet	clairelemercier	5
laurablasutto	christianlavault1	1
guillainpotron	pierreboulet1	4
olivierpantale	sergenoiraud	2
chauvinbrigitte	barbarameazzi	2
jeanmarcbocabeille	jeannevarasco	2
arramyleroux	maximeaudinot	2
pascalelalot	benoitpier1	4
carolinelandry	pierrickkoch	1
marieannepaveau	hugol	3
frederiqueflamerie	claudeloverdo	5
huguessamyn	alexandrenolin	3
arnaudlerouzic	nathalieduchange	1
heraultfrederic	valeryxavierlentz	1
mathieublanchard	pascalweil	5
benjaminprevost	delphinedebarre	4
lestage1	christophebrocquet	2
dsa	sandrinemalotaux	1
louisgesbert	remiwatrigant	5
aeris	mauran	1
pierrickgaudry	stephanebortzmeyer	1
jeanlucdeochandiano	balmon	2
bernardloic	maxb	2
merlet	favreguillaume	1
durandaline	davidmonniaux	6
olivierjacquot	leclercarmelle	3
franckinfodocbib1	cecileclavaud	3
stornecatherine	celinefouga	3
patrickmassot	ouriachioussama	2
florianmoreau	stephanepouyllau	1
lestage1	florencebouillon	1
chauvinbrigitte	olivierlegall1	4
jeremiedetrey	virgileandreani	4
laurentlyaudet	romainbazile	1
sylvainpogodalla	mauleskinemouraby	1
marcjeanmougin	jeanmallet	3
chantalbarutau	nikolaykovachev	6
bernadettebergeret	durandaline	4
teodorknapik	emmanuelhadoux	7
juliegautierphaneuf	actessud	32
agnesraymonddenise	audreysteinberger	1
brunoringeval	stephaniedordcrousle	1
xavierdesforges	cavetdominique	1
geraldineniateldacos	juliegautierphaneuf	1
courtoischantal	claudeloverdo	5
brunoringeval	beorchia	1
louisgesbert	pascalweil	4
noelthiboud	celinefouga	6
pierrickgaudry	vorosandre	1
hurtersavie	ralphmatthes	2
hadrienvroylandt	thierychanier	2
adelineregeuniversitedestrasbourg	valleemaxime	2
